Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04152:AMPK signaling pathway	24	2.536997885835095	1.0324121947431218E-7	PPP2R1B, RAB2A, IRS2, PFKFB3, PPP2R5A, CREB1, PRKAG2, PPARG, ACACA, ADIPOR2, ELAVL1, IGF1, FOXO1, ACACB, FOXO3, IRS1, GYS1, CREB3L2, ADRA1A, CAB39, LIPE, PIK3R1, AKT2, PPP2R2A	369	123	6879	3.637517350783264	2.6016450213828257E-5	2.6016450213828257E-5	1.3428827074779548E-4
KEGG_PATHWAY	hsa00640:Propanoate metabolism	10	1.0570824524312896	9.069292270601471E-6	MUT, EHHADH, ACACA, ECHDC1, HIBCH, ACACB, SUCLA2, ACSS2, ACSS3, PCCA	369	28	6879	6.657955865272938	0.0022828623133647197	0.0011420833338531278	0.011796005766007145
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	39	4.12262156448203	1.3875156028004095E-5	YWHAZ, GRB2, PPP2R5A, COL3A1, FGF13, FOXO3, PTEN, BCL2, SOS1, CREB3L2, GYS1, PDGFC, ANGPT1, GNG2, FGF1, LAMB1, PIK3R1, GHR, AKT2, PPP2R1B, EGFR, COL4A2, COL4A1, MAP2K1, CREB1, PKN2, IGF1, IRS1, COL5A2, EIF4B, LAMA4, YWHAG, ITGA7, JAK1, JAK2, EFNA5, LAMC1, COL24A1, PPP2R2A	369	345	6879	2.1073877695298693	0.0034904577169586615	0.0011648422362465771	0.01804624808903199
KEGG_PATHWAY	hsa04510:Focal adhesion	27	2.854122621564482	3.432971353213231E-5	CAV1, GRB2, TLN2, COL3A1, PTEN, SOS1, BCL2, PDGFC, LAMB1, PIK3R1, AKT2, EGFR, COL4A2, COL4A1, MAP2K1, ROCK2, ACTN1, IGF1, MAPK10, COL5A2, LAMA4, ITGA7, RAP1B, LAMC1, COL24A1, CRK, PARVA	369	206	6879	2.443405162206962	0.008613922045712097	0.0021604718907584086	0.04464428759227701
KEGG_PATHWAY	hsa04931:Insulin resistance	18	1.9027484143763214	5.184343356154945E-5	PPARA, IRS2, CREB1, PRKAG2, MLXIPL, FOXO1, MAPK10, ACACB, IRS1, PTEN, STAT3, PYGL, GFPT1, GYS1, CREB3L2, MGEA5, PIK3R1, AKT2	369	108	6879	3.107046070460705	0.012979908794635842	0.002609565932566116	0.0674130246126281
KEGG_PATHWAY	hsa04910:Insulin signaling pathway	20	2.1141649048625792	1.2446521885377886E-4	IRS2, MAP2K1, GRB2, PRKAG2, ACACA, PDE3B, FOXO1, MAPK10, ACACB, IRS1, PRKAR2B, PRKAR2A, SORBS1, PYGL, SOS1, GYS1, CRK, PIK3R1, LIPE, AKT2	369	138	6879	2.701779191704961	0.03088034064955847	0.0052142230407513646	0.16177400443958545
KEGG_PATHWAY	hsa04923:Regulation of lipolysis in adipocytes	12	1.2684989429175475	1.4919544092833884E-4	IRS2, PLA2G16, ADCY5, ABHD5, PDE3B, MGLL, FABP4, AQP7, IRS1, PIK3R1, LIPE, AKT2	369	56	6879	3.994773519163763	0.03690195089848791	0.0053570362099348845	0.19388839372871391
KEGG_PATHWAY	hsa05215:Prostate cancer	15	1.5856236786469344	2.109966616408169E-4	EGFR, AR, MAP2K1, GRB2, CREB1, IGF1, FOXO1, PTEN, TCF7L2, SOS1, BCL2, CREB3L2, PDGFC, PIK3R1, AKT2	369	88	6879	3.177660753880266	0.0517876168794692	0.006625053048310736	0.2741010798109955
KEGG_PATHWAY	hsa04922:Glucagon signaling pathway	16	1.6913319238900635	2.2077461017324014E-4	PPP4R3B, PPARA, CREB1, PRKAG2, ACACA, PDE3B, FOXO1, ACACB, ITPR2, PYGL, CREB3L2, PPP3CB, GYS1, PPP3CA, SIK2, AKT2	369	99	6879	3.012893159234623	0.05412168008666951	0.0061633000288965345	0.28678656481474496
KEGG_PATHWAY	hsa04068:FoxO signaling pathway	19	2.00845665961945	2.5612811640484366E-4	EGFR, IRS2, MAP2K1, GRB2, PRKAG2, SMAD3, IGF1, FOXO1, SMAD2, MAPK10, FOXO3, IRS1, PTEN, STAT3, SOS1, BCL6, CAT, PIK3R1, AKT2	369	134	6879	2.6433078509889576	0.06251315435574978	0.006434464854513378	0.3326402372609949
